protein,ligand_name,pocket,replica,time_ns,mean,std,n_features,rmsd_20ns,ligand_drift,label_unstable,slope,rmsd_var,mean_disp,var_disp
AFR1,Milbemycin,pocket2,replica_1,3.0,0.19441466258691653,0.2761356410331975,4,,1.9622904,0,0.2984761340160944,0.18899552931080804,0.8188722133636475,0.05455876141786575
AFR1,Milbemycin,pocket2,replica_1,4.0,0.1402415585472792,0.19450574071457635,4,,1.9622904,0,0.2411782046695378,0.17726472414582398,0.5593715310096741,0.0038764500059187412
AFR1,Milbemycin,pocket2,replica_1,5.0,0.4479807724855127,0.9434883212331617,4,,1.9622904,0,0.17779429850158493,0.1563506014540527,2.7527337074279785,0.04898680001497269
AFR1,Milbemycin,pocket2,replica_1,6.0,0.11685810728786539,0.1852845435040021,4,,1.9622904,0,0.12766620656477926,0.13912130135967865,0.5479407906532288,0.0032784524373710155
AFR1,Milbemycin,pocket2,replica_1,7.0,0.5347031089872184,1.1990919632900536,4,,1.9622904,0,0.08360046224419927,0.12051166592120809,3.469846487045288,0.06896314769983292
AFR1,Milbemycin,pocket2,replica_1,8.0,0.10256251485314398,0.180952157337046,4,,1.9622904,0,0.06982606906118755,0.10969736580791319,0.534711480140686,0.0037026889622211456
AFR1,Milbemycin,pocket2,replica_1,10.0,0.094724522791751,0.18450946825696968,4,,1.9622904,0,0.0264001436985712,0.0926759983048253,0.5401991605758667,0.003796356962993741
AFR1,Milbemycin,pocket2,replica_1,12.0,0.09134788219309306,0.18794107859139003,4,,1.9622904,0,0.0072811811629454794,0.08031840368087081,0.5469331741333008,0.0049024163745343685
AFR1,Milbemycin,pocket2,replica_1,14.0,0.08854914222936952,0.18695859837340817,4,,1.9622904,0,0.0018148856330472743,0.07019345911872672,0.5427755117416382,0.005060139112174511
AFR1,Milbemycin,pocket2,replica_1,16.0,0.08673114798538985,0.1857797588861192,4,,1.9622904,0,0.0005672959757954539,0.062288482051646804,0.5388369560241699,0.005425301846116781
AFR1,Milbemycin,pocket2,replica_1,18.0,0.08544188491946234,0.1856165344222224,4,,1.9622904,0,-0.0010473662059194656,0.056426038421961394,0.537648618221283,0.005065903998911381
AFR1,Milbemycin,pocket3,replica_1,1.0,0.6909238541390688,1.1928052722398244,4,,1.1208876,0,1.0643614059362967,0.2929625823753998,3.4759774208068848,0.003165569854900241
AFR1,Milbemycin,pocket3,replica_1,2.0,0.18183196057032744,0.24233923044028355,4,,1.1208876,0,0.42344420921446546,0.194948638524654,0.6520910263061523,0.0023398499470204115
AFR1,Milbemycin,pocket3,replica_1,3.0,0.29056397868812567,0.5645474692070669,4,,1.1208876,0,0.21802785034133898,0.14816382671584197,1.6590431928634644,0.008712980896234512
AFR1,Milbemycin,pocket3,replica_1,4.0,0.13535060935652926,0.2242702799987811,4,,1.1208876,0,0.14649079183714106,0.12671197500407894,0.6653753519058228,0.008876146748661995
AFR1,Milbemycin,pocket3,replica_1,5.0,0.2163239956464301,0.4462423008477533,4,,1.1208876,0,0.08895565911646473,0.10821961979170003,1.3044978380203247,0.012594852596521378
AFR1,Milbemycin,pocket3,replica_1,6.0,0.11264652717173076,0.209728935428713,4,,1.1208876,0,0.07025457802210598,0.09491765882696201,0.6186770796775818,0.004676373675465584
AFR1,Milbemycin,pocket3,replica_1,7.0,0.2121730856985812,0.466337701903773,4,,1.1208876,0,0.027679864301351866,0.08949827804129033,1.3521798849105835,0.015853572636842728
AFR1,Milbemycin,pocket3,replica_1,8.0,0.1006498387858071,0.20605536055055215,4,,1.1208876,0,0.01984942407890881,0.08031204954386888,0.6010568141937256,0.0033305836841464043
AFR1,Milbemycin,pocket3,replica_1,10.0,0.09678604897980456,0.20355400682969924,4,,1.1208876,0,0.013847021894179573,0.06642498759522701,0.5924402475357056,0.004790085833519697
AFR1,Milbemycin,pocket3,replica_1,12.0,0.09484685199505684,0.20292324545554677,4,,1.1208876,0,0.009806139328746839,0.05935500339005687,0.5895506739616394,0.005216147284954786
AFR1,Milbemycin,pocket3,replica_1,14.0,0.0918176861448539,0.20066034273325462,4,,1.1208876,0,0.002483191688151371,0.05386871733131585,0.5813190937042236,0.005052800290286541
AFR1,Milbemycin,pocket3,replica_1,16.0,0.08960040447454767,0.19758275764658176,4,,1.1208876,0,0.0005084441519542065,0.049195416616600596,0.571854829788208,0.005644140765070915
AFR1,Milbemycin,pocket3,replica_1,18.0,0.0869287185632314,0.1944367129359468,4,,1.1208876,0,-0.002927902641701168,0.04524448543736884,0.5616578459739685,0.004526601172983646
AFR1,Milbemycin,pocket8,replica_1,1.0,0.1845988701478902,0.41272111866642075,4,1.6708480638293977,1.7969422,1,0.06460835781298903,0.023245873695965796,1.1941903829574585,0.010147476568818092
AFR1,Milbemycin,pocket8,replica_1,2.0,0.0718426381476256,0.16366871577856512,4,1.6708480638293977,1.7969422,1,0.007308558640809057,0.019100849696836637,0.4724479913711548,0.004041067324578762
AFR1,Milbemycin,pocket8,replica_1,3.0,0.14016181171786563,0.3435235738272278,4,1.6708480638293977,1.7969422,1,-0.027080023951823656,0.017256553187588237,0.9810438752174377,0.009912277571856976
AFR1,Milbemycin,pocket8,replica_1,4.0,0.06445900324176632,0.1639444164479281,4,1.6708480638293977,1.7969422,1,-0.03551642415235683,0.01831463682424451,0.46434441208839417,0.004070397932082415
AFR1,Milbemycin,pocket8,replica_1,5.0,0.14540764282371968,0.353927385368082,4,1.6708480638293977,1.7969422,1,-0.027388028180383654,0.016556597070524082,1.0117031335830688,0.01698179729282856
AFR1,Milbemycin,pocket8,replica_1,6.0,0.06566887282583513,0.16179735291828778,4,1.6708480638293977,1.7969422,1,-0.021000957789846435,0.015056328139519641,0.4612467586994171,0.004379980731755495
AFR1,Milbemycin,pocket8,replica_1,7.0,0.13816868649879946,0.3310745002554505,4,1.6708480638293977,1.7969422,1,-0.014312937897773837,0.013898533090474233,0.9487643241882324,0.018830886110663414
AFR1,Milbemycin,pocket8,replica_1,8.0,0.06687865439598742,0.16023145367190428,4,1.6708480638293977,1.7969422,1,-0.008904184748836943,0.013361746518072846,0.4590740203857422,0.004618998616933823
AFR1,Milbemycin,pocket8,replica_1,10.0,0.07048797490135138,0.1595573807452271,4,1.6708480638293977,1.7969422,1,0.009447159167030364,0.01838340681873001,0.4610225260257721,0.004562732297927141
AFR1,Milbemycin,pocket8,replica_1,12.0,0.07070271680912309,0.16038192126178852,4,1.6708480638293977,1.7969422,1,0.008938585345108122,0.017638279894596834,0.4632839858531952,0.005058166570961475
AFR1,Milbemycin,pocket8,replica_1,14.0,0.07119753071975739,0.1614359309057188,4,1.6708480638293977,1.7969422,1,0.008989714468566704,0.01783884464258358,0.4663566052913666,0.005197550635784864
AFR1,Milbemycin,pocket8,replica_1,16.0,0.07067820075546222,0.16163397588569414,4,1.6708480638293977,1.7969422,1,0.006815499975802371,0.016627890987291245,0.46636825799942017,0.004935756325721741
AFR1,Milbemycin,pocket8,replica_1,18.0,0.06947741901896302,0.16055012476711195,4,1.6708480638293977,1.7969422,1,0.0033129405673550383,0.015757652020119233,0.4625391960144043,0.00473214453086257
AFR1,Milbemycin,pocket9,replica_1,1.0,0.15272314703829268,0.22139656202798857,4,0.7737150542608079,6.4463034,0,0.4984942802686931,0.05733427454358191,0.5045053362846375,0.00872813817113638
AFR1,Milbemycin,pocket9,replica_1,2.0,0.09283886876996424,0.1400835324641795,4,0.7737150542608079,6.4463034,0,0.21606688799297913,0.04288232290979577,0.38620081543922424,0.004722055047750473
AFR1,Milbemycin,pocket9,replica_1,3.0,0.08084901902369002,0.1664203237614151,4,0.7737150542608079,6.4463034,0,0.03887166737303364,0.0321612591470693,0.48684245347976685,0.008067753165960312
AFR1,Milbemycin,pocket9,replica_1,4.0,0.06115465584849204,0.1302864786080363,4,0.7737150542608079,6.4463034,0,0.018179919125775785,0.02675139810487795,0.3793955147266388,0.0037557589821517467
AFR1,Milbemycin,pocket9,replica_1,5.0,0.08410215413684688,0.19528589696170853,4,0.7737150542608079,6.4463034,0,-0.0054010410562195165,0.024979091130005057,0.5619280934333801,0.00720893545076251
AFR1,Milbemycin,pocket9,replica_1,6.0,0.05656125182847059,0.1304577441290035,4,0.7737150542608079,6.4463034,0,-0.004734516813602275,0.0219060246938592,0.3755210041999817,0.0032362507190555334
AFR1,Milbemycin,pocket9,replica_1,7.0,0.08842131757301086,0.21159330234919702,4,0.7737150542608079,6.4463034,0,-0.016191725365791765,0.022039411037478453,0.606080174446106,0.007021362893283367
AFR1,Milbemycin,pocket9,replica_1,8.0,0.05444549386088605,0.13166540207623614,4,0.7737150542608079,6.4463034,0,-0.019493073067340144,0.021615736920452877,0.3758235573768616,0.003172235796228051
AFR1,Milbemycin,pocket9,replica_1,10.0,0.05666492377435302,0.13247351376508174,4,0.7737150542608079,6.4463034,0,-0.007567289351515741,0.020314763852484263,0.38057848811149597,0.0033285038080066442
AFR1,Milbemycin,pocket9,replica_1,12.0,0.05704098535982995,0.1318540150861829,4,0.7737150542608079,6.4463034,0,-0.0020643639021185787,0.01863077725545348,0.37962234020233154,0.0030981439631432295
AFR1,Milbemycin,pocket9,replica_1,14.0,0.05742602458400011,0.13202025186843885,4,0.7737150542608079,6.4463034,0,2.741590656598012e-05,0.018219960218043174,0.38045623898506165,0.003278556978330016
AFR1,Milbemycin,pocket9,replica_1,16.0,0.057553135413066794,0.13170693867528793,4,0.7737150542608079,6.4463034,0,0.002276258579050377,0.017302612661246348,0.37986478209495544,0.0034282945562154055
AFR1,Milbemycin,pocket9,replica_1,18.0,0.05813070888491836,0.13270140923268395,4,0.7737150542608079,6.4463034,0,0.003488497851612931,0.016837906020996902,0.38290026783943176,0.0036882904823869467
ATRF_ASPFU,Milbemycin,pocket1,replica_1,1.0,0.2822648889843988,0.6031942984064463,4,1.3293231921922504,2.7832518,1,0.18488702058777692,0.02635115527083711,1.75202214717865,0.012593899853527546
ATRF_ASPFU,Milbemycin,pocket1,replica_1,2.0,0.2075360132102904,0.4733582330444367,4,1.3293231921922504,2.7832518,1,0.054151254260093935,0.016636992869541165,1.3662053346633911,0.015758510679006577
ATRF_ASPFU,Milbemycin,pocket1,replica_1,3.0,0.2508633999458244,0.5637208601476502,4,1.3293231921922504,2.7832518,1,0.0774626868415249,0.016689305908547187,1.630250096321106,0.03164171054959297
ATRF_ASPFU,Milbemycin,pocket1,replica_1,4.0,0.27066813791865635,0.6172412995294129,4,1.3293231921922504,2.7832518,1,0.06353403403332028,0.015330939705684976,1.78165602684021,0.034155964851379395
ATRF_ASPFU,Milbemycin,pocket1,replica_1,5.0,0.2825358478513751,0.6493397845346068,4,1.3293231921922504,2.7832518,1,0.0558272268861689,0.016190893850882425,1.872375249862671,0.033357564359903336
ATRF_ASPFU,Milbemycin,pocket1,replica_1,6.0,0.24789479003722212,0.574802126564574,4,1.3293231921922504,2.7832518,1,0.04159128370113505,0.014915730132618023,1.6554300785064697,0.023326437920331955
ATRF_ASPFU,Milbemycin,pocket1,replica_1,7.0,0.22635742281923313,0.5236748914238856,4,1.3293231921922504,2.7832518,1,0.040738225109468305,0.015961274729552912,1.508651852607727,0.01915060728788376
ATRF_ASPFU,Milbemycin,pocket1,replica_1,8.0,0.20977891095233395,0.4831034403614913,4,1.3293231921922504,2.7832518,1,0.04105304024175828,0.01789388532649486,1.3926533460617065,0.016852105036377907
ATRF_ASPFU,Milbemycin,pocket1,replica_1,10.0,0.18528941883846542,0.42947367292760036,4,1.3293231921922504,2.7832518,1,0.02770684029497137,0.01625828875694192,1.2369998693466187,0.016060933470726013
ATRF_ASPFU,Milbemycin,pocket1,replica_1,12.0,0.16965964187840651,0.3956029114889046,4,1.3293231921922504,2.7832518,1,0.019668866405782172,0.014757321977421762,1.1384998559951782,0.014691448770463467
ATRF_ASPFU,Milbemycin,pocket1,replica_1,14.0,0.1597216317398984,0.3717424024806153,4,1.3293231921922504,2.7832518,1,0.017538146385347682,0.014896237372608322,1.07011878490448,0.015498253516852856
ATRF_ASPFU,Milbemycin,pocket1,replica_1,16.0,0.15006340791582962,0.35021782706024074,4,1.3293231921922504,2.7832518,1,0.0140338057321143,0.014030750052938705,1.007766604423523,0.014612695202231407
ATRF_ASPFU,Milbemycin,pocket1,replica_1,18.0,0.14371983648805628,0.3339035287275471,4,1.3293231921922504,2.7832518,1,0.01428714619593598,0.014978103538502064,0.9614390730857849,0.015334532596170902
ATRF_ASPFU,Milbemycin,pocket11,replica_1,1.0,0.2722654812190071,0.5588883312254033,4,1.3551342351279947,4.820549,1,0.22865728728802134,0.02585571463295185,1.6284706592559814,0.022874707356095314
ATRF_ASPFU,Milbemycin,pocket11,replica_1,2.0,0.23855300832655546,0.5451884886734146,4,1.3551342351279947,4.820549,1,0.055614505225278166,0.020503753504950716,1.5732232332229614,0.02052956633269787
ATRF_ASPFU,Milbemycin,pocket11,replica_1,3.0,0.19345125587918002,0.4344807215453484,4,1.3551342351279947,4.820549,1,0.06338252769324862,0.022355947182076945,1.2564705610275269,0.011949755251407623
ATRF_ASPFU,Milbemycin,pocket11,replica_1,4.0,0.19253984957695672,0.448492602606626,4,1.3551342351279947,4.820549,1,0.02417372697296764,0.018736218334452704,1.2908871173858643,0.013981884345412254
ATRF_ASPFU,Milbemycin,pocket11,replica_1,5.0,0.1841799516011245,0.4239489907513205,4,1.3551342351279947,4.820549,1,0.033884105525596946,0.0190627146170466,1.222241997718811,0.01407084334641695
ATRF_ASPFU,Milbemycin,pocket11,replica_1,6.0,0.17646326305763513,0.39803335857708294,4,1.3551342351279947,4.820549,1,0.04743093932644863,0.02304811431566681,1.1506558656692505,0.014107922092080116
ATRF_ASPFU,Milbemycin,pocket11,replica_1,7.0,0.16130953137555767,0.3691983752432501,4,1.3551342351279947,4.820549,1,0.02756858266572361,0.022780695834985657,1.0652865171432495,0.01353092398494482
ATRF_ASPFU,Milbemycin,pocket11,replica_1,8.0,0.14965959654034108,0.3463512086194534,4,1.3551342351279947,4.820549,1,0.015910631364316984,0.021619626168344192,0.997812032699585,0.012274885550141335
ATRF_ASPFU,Milbemycin,pocket11,replica_1,10.0,0.16377843040656836,0.38629712067868677,4,1.3551342351279947,4.820549,1,0.0010076214741982512,0.020830700971775883,1.1098144054412842,0.014796284958720207
ATRF_ASPFU,Milbemycin,pocket11,replica_1,12.0,0.15303408005643582,0.36296912118637725,4,1.3551342351279947,4.820549,1,-0.012875754649219735,0.023611992653594864,1.0416737794876099,0.01882854290306568
ATRF_ASPFU,Milbemycin,pocket11,replica_1,14.0,0.14669936921997934,0.3474061253793611,4,1.3551342351279947,4.820549,1,-0.016286065116176605,0.024034812361930127,0.9970716238021851,0.022075213491916656
ATRF_ASPFU,Milbemycin,pocket11,replica_1,16.0,0.14128661155175756,0.3332059725725469,4,1.3551342351279947,4.820549,1,-0.01509765192243671,0.023287385957184985,0.9568555355072021,0.023961011320352554
ATRF_ASPFU,Milbemycin,pocket11,replica_1,18.0,0.14006661560236836,0.32820765977163824,4,1.3551342351279947,4.820549,1,-0.012454941716923257,0.02212624909887071,0.943385660648346,0.02740934118628502
ATRF_ASPFU,Milbemycin,pocket13,replica_1,1.0,0.4314816133347272,0.8126483352106224,4,,4.9858074,0,0.4966084750985462,0.07213889416798692,2.381009340286255,0.07061458379030228
ATRF_ASPFU,Milbemycin,pocket13,replica_1,2.0,4.460521017882123,8.89521226062597,4,,4.9858074,0,0.05047650480754557,0.04343658106067306,5.351818084716797,25.777915954589844
ATRF_ASPFU,Milbemycin,pocket13,replica_1,3.0,0.6439044057196334,1.5428290400881886,4,,4.9858074,0,0.02102187590933209,0.0316594226010691,4.422904968261719,0.0317445732653141
ATRF_ASPFU,Milbemycin,pocket13,replica_1,4.0,0.49737243928143554,1.194971801192246,4,,4.9858074,0,0.02428152158756615,0.026001133351322644,3.4243311882019043,0.006993231829255819
ATRF_ASPFU,Milbemycin,pocket13,replica_1,5.0,0.46145352670376355,1.109992271061353,4,,4.9858074,0,0.003296735934258115,0.02310261030087792,3.18026065826416,0.023514682427048683
ATRF_ASPFU,Milbemycin,pocket13,replica_1,6.0,0.5359673563944333,1.2962911215212547,4,,4.9858074,0,-0.0017656946431715017,0.020058775509432098,3.711134195327759,0.02234421856701374
ATRF_ASPFU,Milbemycin,pocket13,replica_1,7.0,0.4744168625542428,1.1433210793321336,4,,4.9858074,0,0.0018865056402110711,0.018904011082223737,3.274871349334717,0.025256171822547913
ATRF_ASPFU,Milbemycin,pocket13,replica_1,8.0,0.4253342543066728,1.026014428710304,4,,4.9858074,0,-0.001941261033385606,0.018782456745704983,2.9384453296661377,0.022053254768252373
ATRF_ASPFU,Milbemycin,pocket13,replica_1,10.0,0.38456827324627024,0.9272477571781083,4,,4.9858074,0,-0.001068613165050573,0.016823178925417594,2.6557607650756836,0.020462581887841225
ATRF_ASPFU,Milbemycin,pocket13,replica_1,12.0,0.3557689203071794,0.8570821941162744,4,,4.9858074,0,-0.0019291300137912496,0.014584490537393484,2.4550764560699463,0.022650625556707382
ATRF_ASPFU,Milbemycin,pocket13,replica_1,14.0,0.33627617895100353,0.810442188362812,4,,4.9858074,0,-0.0020364174833717164,0.013898826115976627,2.3213489055633545,0.020721938461065292
ATRF_ASPFU,Milbemycin,pocket13,replica_1,16.0,0.3065191630036845,0.7367774109899133,4,,4.9858074,0,-8.61020329558934e-05,0.013437669328993726,2.1111459732055664,0.021136600524187088
ATRF_ASPFU,Milbemycin,pocket13,replica_1,18.0,0.2812474488236612,0.6739225428780017,4,,4.9858074,0,0.002532955353670464,0.013213309240799095,1.9319101572036743,0.021075719967484474
ATRF_ASPFU,Milbemycin,pocket4,replica_1,1.0,1.3666068571318348,2.902559411279532,4,,3.9144673,0,0.8410059196949173,0.22003118141134081,8.443204879760742,0.06200601905584335
ATRF_ASPFU,Milbemycin,pocket4,replica_1,2.0,2.169038938934229,3.344597740318449,4,,3.9144673,0,0.40467863435187124,0.1768492863932981,5.811420440673828,8.790324211120605
ATRF_ASPFU,Milbemycin,pocket4,replica_1,3.0,0.6925153875672834,1.5459765120022662,4,,3.9144673,0,0.2249938394672912,0.13376482686359384,4.474216938018799,0.014632108621299267
ATRF_ASPFU,Milbemycin,pocket4,replica_1,4.0,0.549771368753213,1.2360169530651237,4,,3.9144673,0,0.14628352427852626,0.10871437536216086,3.5743987560272217,0.019002925604581833
ATRF_ASPFU,Milbemycin,pocket4,replica_1,5.0,0.4639216990801068,1.0523012161699468,4,,3.9144673,0,0.10090166078098256,0.09137944062479714,3.039597749710083,0.015573042444884777
ATRF_ASPFU,Milbemycin,pocket4,replica_1,6.0,0.40531231011008734,0.917449846894027,4,,3.9144673,0,0.08852074268667602,0.08350778214315474,2.6508359909057617,0.014321655035018921
ATRF_ASPFU,Milbemycin,pocket4,replica_1,7.0,0.38106480347147237,0.872218696826281,4,,3.9144673,0,0.06390115757851919,0.07347349310065744,2.51637864112854,0.01370033249258995
ATRF_ASPFU,Milbemycin,pocket4,replica_1,8.0,0.3468629221267265,0.8032192523560016,4,,3.9144673,0,0.0316079933887238,0.06733258469222163,2.3135581016540527,0.015541775152087212
ATRF_ASPFU,Milbemycin,pocket4,replica_1,10.0,0.30393711201831025,0.7060555288940373,4,,3.9144673,0,0.018610960813642188,0.05767113926671148,2.0327889919281006,0.018488692119717598
ATRF_ASPFU,Milbemycin,pocket4,replica_1,12.0,0.2768767588180217,0.6427431039601991,4,,3.9144673,0,0.015153984246077962,0.049451773585792703,1.8507462739944458,0.022785279899835587
ATRF_ASPFU,Milbemycin,pocket4,replica_1,14.0,0.2552174502695655,0.5945323696208396,4,,3.9144673,0,0.008685795001196296,0.04339128603789311,1.7110604047775269,0.023384666070342064
ATRF_ASPFU,Milbemycin,pocket4,replica_1,16.0,0.26669047667520107,0.6222534098492727,4,,3.9144673,0,0.010216517330697943,0.04001819540469712,1.7904956340789795,0.02610298991203308
ATRF_ASPFU,Milbemycin,pocket4,replica_1,18.0,0.25078594024061834,0.5839367349824706,4,,3.9144673,0,0.009606098750048144,0.03706457499341585,1.6807363033294678,0.02809460461139679
ATRF_ASPFU,Milbemycin,pocket7,replica_1,1.0,0.08514015096599235,0.17945845705721758,4,1.985422103748078,1.502294,1,0.05135295226681525,0.012596979106091684,0.5227789878845215,0.009252137504518032
ATRF_ASPFU,Milbemycin,pocket7,replica_1,2.0,0.06714373883051462,0.16954606731626035,4,1.985422103748078,1.502294,1,-0.02938863443597065,0.009788075609638427,0.4814065992832184,0.008200131356716156
ATRF_ASPFU,Milbemycin,pocket7,replica_1,3.0,0.06923183826453029,0.16896707762493826,4,1.985422103748078,1.502294,1,-0.01568201940088175,0.008608710202122437,0.4827001988887787,0.00899597816169262
ATRF_ASPFU,Milbemycin,pocket7,replica_1,4.0,0.07016068521699009,0.17175802532204978,4,1.985422103748078,1.502294,1,-0.017754356413285488,0.008132613138307527,0.4903821051120758,0.01036443468183279
ATRF_ASPFU,Milbemycin,pocket7,replica_1,5.0,0.07083975037796462,0.17102516492575662,4,1.985422103748078,1.502294,1,-0.010552078830486962,0.007101166852025142,0.4895067811012268,0.009822383522987366
ATRF_ASPFU,Milbemycin,pocket7,replica_1,6.0,0.06961170123534137,0.1713385997673879,4,1.985422103748078,1.502294,1,-0.01900844496753062,0.007681012865239267,0.48877593874931335,0.009833402000367641
ATRF_ASPFU,Milbemycin,pocket7,replica_1,7.0,0.08450985183584837,0.20506526040767684,4,1.985422103748078,1.502294,1,-0.012251849108478267,0.007438352333815143,0.5865610241889954,0.009821435436606407
ATRF_ASPFU,Milbemycin,pocket7,replica_1,8.0,0.08687105343012133,0.20667270170130286,4,1.985422103748078,1.502294,1,-0.0031345488905577495,0.007792999766007169,0.5929937958717346,0.0104451272636652
ATRF_ASPFU,Milbemycin,pocket7,replica_1,10.0,0.09046672082120012,0.21283536894769975,4,1.985422103748078,1.502294,1,0.0032926054348460403,0.007975741862929889,0.6117203235626221,0.010278374888002872
ATRF_ASPFU,Milbemycin,pocket7,replica_1,12.0,0.08687363961322761,0.2052612547753126,4,1.985422103748078,1.502294,1,0.0012597387807471848,0.007364758825466706,0.5895764231681824,0.00991455651819706
ATRF_ASPFU,Milbemycin,pocket7,replica_1,14.0,0.08916801468684991,0.21069771952687666,4,1.985422103748078,1.502294,1,0.0014630080918948548,0.007656967406255382,0.6051884889602661,0.009867638349533081
